time
10
1
12
12
28
3
11
13
9
1
15
6
5
22
2
1
2
13
11
23
22
3
2
3
9
6
13
6
8
8
10
19
26
19
3
16
25
9
19
3
17
7
4
15
13
126
58
1
7
28
3
2
14
8
63
11
4
20
6
1
81
64
4
7
21
1
37
11
13
13
11
23
4
13
3
32
26
3
8
35
3
27
2
12
9
35
22
9
56
7
1
4
9
9
12
7
6
16
17
23
6
15
9
5
33
1
1
9
10
3
1
6
19
7
21
11
56
11
18
31
10
12
2
8
22
2
6
2
14
10
5
24
30
16
4
9
27
12
11
15
2
43
10
5
2
9
6
13
4
11
2
8
13
28
5
35
4
3
20
4
7
13
1
8
8
24
14
4
4
12
27
7
20
21
6
17
24
15
17
6
12
7
25
4
3
19
15
10
2
3
33
9
7
19
19
35
2
16
12
5
5
35
84
80
33
14
14
8
7
4
10
6
26
17
11
9
4
24
7
9
28
43
9
21
10
12
9
10
17
1
23
35
17
6
1
24
7
5
7
1
11
24
15
2
6
2
32
2
8
3
6
2
6
8
1
21
3
2
27
9
11
27
1
2
1
2
11
8
1
12
13
7
1
8
13
44
50
3
28
11
8
1
3
9
13
10
10
10
1
22
7
26
1
6
7
10
5
1
3
18
16
10
17
6
24
24
34
1
12
1
30
5
7
8
32
3
20
4
12
10
27
17
15
1
32
34
4
1
9
13
40
7
16
32
9
4
12
3
5
29
10
4
14
12
1
1
5
1
39
7
6
27
17
9
21
5
5
18
6
17
14
5
21
3
6
2
68
17
10
8
11
2
17
10
12
2
2
5
4
9
9
15
13
6
18
6
11
17
2
13
16
6
6
16
10
29
9
11
7
12
8
28
19
2
1
17
15
7
26
4
21
10
19
26
5
12
21
22
15
10
8
29
2
5
11
10
4
13
8
7
26
9
8
3
12
12
16
13
8
10
40
3
7
33
5
8
4
35
11
47
25
7
19
14
25
1
50
7
17
13
2
12
27
12
18
21
16
3
24
6
14
19
22
2
10
2
2
17
13
7
13
23
7
7
7
15
14
52
28
36
11
8
7
5
36
71
19
45
15
4
6
16
11
5
15
23
17
1
27
36
1
20
2
17
38
13
7
8
7
1
9
9
8
12
13
13
6
21
18
1
14
2
4
4
6
20
4
6
3
3
6
15
3
5
37
3
23
6
1
12
6
5
22
20
14
22
21
30
7
14
10
3
3
9
62
2
12
4
18
8
21
13
13
27
12
10
16
11
50
6
18
38
11
4
3
9
8
33
12
17
17
5
17
6
12
30
5
13
11
21
22
5
28
16
9
11
9
28
17
4
22
33
4
10
13
34
13
25
7
21
6
5
8
2
4
20
7
14
16
16
7
10
15
11
8
14
26
9
9
50
50
12
10
10
4
14
4
2
3
5
12
2
2
1
2
4
10
10
7
4
7
15
1
8
29
14
21
18
2
12
16
1
5
25
8
15
7
10
3
2
39
23
4
27
34
8
11
6
14
32
4
12
6
4
9
26
17
4
48
9
3
3
10
9
9
19
16
13
6
13
4
15
5
12
16
7
9
16
8
23
22
2
8
14
1
20
13
1
18
15
10
5
64
3
16
8
16
1
3
38
4
1
11
6
1
26
2
2
1
2
28
16
29
2
5
8
34
1
7
10
18
7
4
5
26
12
8
24
15
3
4
24
65
46
7
2
8
10
19
14
18
4
22
18
8
9
11
1
1
25
6
32
6
11
10
22
4
5
7
21
19
16
3
7
10
4
5
12
26
3
2
2
13
4
22
6
3
39
1
11
8
7
7
6
4
9
11
5
37
4
17
6
8
47
12
5
3
2
6
2
16
12
9
15
1
21
5
6
9
4
5
13
3
17
7
16
47
61
1
20
23
2
3
27
9
7
24
18
5
35
3
6
5
3
5
22
4
5
21
44
18
6
11
4
7
2
8
13
3
6
8
79
2
17
1
4
1
2
4
8
21
4
43
6
17
8
9
11
4
18
4
15
19
9
17
18
5
3
4
4
4
3
9
11
6
16
4
6
26
3
1
3
11
15
12
32
3
19
13
4
15
27
3
26
10
4
8
10
3
17
11
9
8
5
3
6
10
25
6
31
7
1
11
8
52
41
1
2
24
12
8
6
6
27
10
9
18
13
5
15
22
26
7
4
33
11
15
25
7
3
2
4
31
8
7
15
19
6
14
60
7
20
16
6
1
9
13
16
7
9
18
19
12
18
7
15
6
7
29
11
3
11
14
15
20
3
24
10
4
11
6
7
7
5
9
5
4
10
5
23
19
8
18
18
8
1
6
5
33
9
10
12
27
47
14
33
11
21
6
11
9
15
1
6
13
14
7
9
6
6
18
1
6
19
10
15
14
23
9
4
6
48
11
9
6
1
21
19
29
19
22
4
14
7
12
9
7
17
8
22
4
8
17
12
21
